,Order,Family,Binomial,BrainMass,BodyMass,EQ,Defense_Type,Defense,Insectivory,Habitat_Openness
279,Perissodactyla,TAPIRIDAE,Tapirus_bairdii,85,14260,1.237252766,0,0,0,0.43
280,Pholidota,MANIDAE,Manis_javanica,11,3500,0.456594418,3,48,1,0.47
281,Pholidota,MANIDAE,Manis_pentadactyla,17.64,4675,0.589932693,3,48,1,0.55
282,Pholidota,MANIDAE,Manis_tricuspis,9.3,2067,0.571761807,3,48,1,0.45
283,Pilosa,BRADYPODIDAE,Bradypus_tridactylus,24.9,4097,0.918993441,0,0,0,0.1
284,Pilosa,BRADYPODIDAE,Bradypus_variegatus,16.03,3263,0.701258532,0,0,0,0.45
285,Pilosa,CYCLOPEDIDAE,Cyclopes_didactylus,4.29,400,0.898117611,0,0,1,0.1
286,Pilosa,MEGALONYCHIDAE,Choloepus_didactylus,28.2,5070,0.887821881,0,0,0,0.1
287,Pilosa,MEGALONYCHIDAE,Choloepus_hoffmanni,23.07,4825,0.753652717,0,0,0,0.47
288,Pilosa,MYRMECOPHAGIDAE,Myrmecophaga_tridactyla,84,18940,0.989387681,0,0,1,0.53
289,Pilosa,MYRMECOPHAGIDAE,Tamandua_tetradactyla,27.5,4361,0.968755423,0,0,1,0.43
290,Primates,AOTIDAE,Aotus_lemurinus,113.5,9027,2.323758936,0,0,0,0.1
291,Primates,AOTIDAE,Aotus_trivirgatus,17.2,630,2.565860675,0,0,0,0.1
292,Primates,ATELIDAE,Alouatta_caraya,55.8,7070,1.370818604,0,0,0,0.4
293,Primates,ATELIDAE,Alouatta_palliata,50.04,5952,1.397616559,0,0,0,0.1
294,Primates,ATELIDAE,Alouatta_seniculus,45.5,2828,2.214510382,0,0,0,0.4
295,Primates,ATELIDAE,Ateles_fusciceps,113.6,9027,2.325806301,0,0,0,0.1
296,Primates,ATELIDAE,Ateles_geoffroyi,107.7,4680,3.599357386,0,0,0,0.1
297,Primates,ATELIDAE,Ateles_paniscus,106.5,5040,3.36782178,0,0,0,0.1
298,Primates,ATELIDAE,Lagothrix_lagotricha,89.35,3905,3.417888855,0,0,0,0.4
299,Primates,CALLITRICHIDAE,Callithrix_jacchus,7.73,347,1.797978111,0,0,0,0.4
300,Primates,CALLITRICHIDAE,Callithrix_pygmaea,4.64,135,2.187268955,0,0,0,0.1
301,Primates,CALLITRICHIDAE,Leontopithecus_rosalia,11.7,503,2.066098537,0,0,0,0.1
302,Primates,CALLITRICHIDAE,Saguinus_geoffroyi,10.5,546,1.742834953,0,0,0,0.1
303,Primates,CALLITRICHIDAE,Saguinus_oedipus,9.7,370,2.152315443,0,0,0,0.1
304,Primates,CEBIDAE,Cebus_albifrons,60.7,1470,4.812631763,0,0,0,0.4
305,Primates,CEBIDAE,Cebus_apella,62.6,1810,4.24970506,0,0,0,0.4
306,Primates,CEBIDAE,Cebus_capucinus,70.14,2105,4.254226884,0,0,0,0.4
307,Primates,CEBIDAE,Cebus_olivaceus,72.5,2685,3.667909213,0,0,0,0.1
308,Primates,CEBIDAE,Saimiri_boliviensis,24.1,750,3.156705113,0,0,0,0.1
309,Primates,CEBIDAE,Saimiri_oerstedii,22.45,605,3.451751399,0,0,0,0.1
310,Primates,CEBIDAE,Saimiri_sciureus,23.1,580,3.6652818,0,0,0,0.1
311,Primates,CERCOPITHECIDAE,Cercocebus_agilis,95.3,4700,3.174830708,0,0,0,0.1
312,Primates,CERCOPITHECIDAE,Cercopithecus_cephus,57.5,1915,3.742679253,0,0,0,0.1
313,Primates,CERCOPITHECIDAE,Cercopithecus_mitis,75,6300,2.008010073,0,0,0,0.45
314,Primates,CERCOPITHECIDAE,Cercopithecus_mona,67,3001,3.119227448,0,0,0,0.45
315,Primates,CERCOPITHECIDAE,Chlorocebus_aethiops,64.13,3453,2.689262007,0,0,0,0.7
316,Primates,CERCOPITHECIDAE,Colobus_angolensis,74.4,9670,1.446963112,0,0,0,0.1
317,Primates,CERCOPITHECIDAE,Colobus_guereza,83.9,10281,1.558792754,0,0,0,0.45
318,Primates,CERCOPITHECIDAE,Erythrocebus_patas,97,9740,1.876374085,0,0,0,0.58
319,Primates,CERCOPITHECIDAE,Lophocebus_albigena,96.8,5125,3.023127084,0,0,0,0.1
320,Primates,CERCOPITHECIDAE,Macaca_arctoides,99.8,7450,2.357841653,0,0,0,0.1
321,Primates,CERCOPITHECIDAE,Macaca_assamensis,90.5,3655,3.637033208,0,0,0,0.1
322,Primates,CERCOPITHECIDAE,Macaca_fascicularis,61.9,3360,2.648830825,0,0,1,0.4
323,Primates,CERCOPITHECIDAE,Macaca_maura,95.1,9450,1.881572952,0,0,0,0.45
324,Primates,CERCOPITHECIDAE,Macaca_mulatta,85.2,4880,2.759885605,0,0,0,0.53
325,Primates,CERCOPITHECIDAE,Macaca_nemestrina,110,4456,3.813223431,0,0,0,0.45
326,Primates,CERCOPITHECIDAE,Macaca_nigra,97.5,3452,4.088994084,0,0,0,0.45
327,Primates,CERCOPITHECIDAE,Macaca_sinica,58.15,1970,3.705873478,0,0,0,0.45
328,Primates,CERCOPITHECIDAE,Macaca_sylvanus,87.7,11200,1.528606219,0,0,0,0.44
329,Primates,CERCOPITHECIDAE,Mandrillus_sphinx,159.2,11500,2.720665492,0,0,0,0.1
330,Primates,CERCOPITHECIDAE,Papio_anubis,148,12900,2.321530882,0,0,0,0.53
331,Primates,CERCOPITHECIDAE,Papio_hamadryas,142,12020,2.347968603,0,0,0,0.7
332,Primates,CERCOPITHECIDAE,Pygathrix_nemaeus,77,7500,1.810121373,0,0,0,0.1
333,Primates,CERCOPITHECIDAE,Semnopithecus_entellus,111.5,7010,2.756651717,0,0,0,0.58
334,Primates,CERCOPITHECIDAE,Theropithecus_gelada,130,7710,2.993735725,0,0,0,0.8
335,Primates,CERCOPITHECIDAE,Trachypithecus_francoisi,94.4,9100,1.921054957,0,0,0,0.08
336,Primates,CHEIROGALEIDAE,Cheirogaleus_major,6.8,450,1.303842254,0,0,0,0.1
337,Primates,CHEIROGALEIDAE,Cheirogaleus_medius,3.3,181,1.248240866,0,0,0,0.1
338,Primates,CHEIROGALEIDAE,Microcebus_murinus,1.84,58,1.626721525,0,0,0,0.47
339,Primates,DAUBENTONIIDAE,Daubentonia_madagascariensis,45.15,2800,2.213556119,0,0,0,0.47
340,Primates,GALAGIDAE,Galago_demidoff,3.38,81,2.329161216,0,0,1,0.1
341,Primates,GALAGIDAE,Galago_senegalensis,5,200,1.755554439,0,0,0,0.4
342,Primates,GALAGIDAE,Otolemur_crassicaudatus,10.3,850,1.22886275,0,0,0,0.53
343,Primates,HOMINIDAE,Gorilla_gorilla,454.55,120975,1.342466309,0,0,0,0.1
344,Primates,HOMINIDAE,Homo_sapiens,1250.43,65143,5.860395515,0,0,0,0.66
345,Primates,HOMINIDAE,Pan_paniscus,322.4,45400,1.978100493,0,0,0,0.1
346,Primates,HOMINIDAE,Pan_troglodytes,354.81,60433,1.758639174,0,0,0,0.1
347,Primates,HOMINIDAE,Pongo_pygmaeus,322,32659,2.525936304,0,0,0,0.1
348,Primates,HYLOBATIDAE,Hylobates_agilis,96.9,4309,3.444225566,0,0,0,0.1
349,Primates,HYLOBATIDAE,Hylobates_lar,85.99,5400,2.582764311,0,0,0,0.1
350,Primates,HYLOBATIDAE,Hylobates_muelleri,101.8,5700,2.936823248,0,0,0,0.1
351,Primates,HYLOBATIDAE,Symphalangus_syndactylus,128,11793,2.146796688,0,0,0,0.1
352,Primates,INDRIIDAE,Avahi_laniger,10.49,1285,0.919488768,0,0,0,0.1
353,Primates,INDRIIDAE,Indri_indri,38.3,6250,1.031537343,0,0,0,0.1
354,Primates,INDRIIDAE,Propithecus_verreauxi,26.7,3480,1.113027306,0,0,0,0.3
355,Primates,LEMURIDAE,Eulemur_macaco,22.6,2086,1.380024375,0,0,0,0.45
356,Primates,LEMURIDAE,Eulemur_mongoz,24.03,1559,1.823451504,0,0,0,0.1
357,Primates,LEMURIDAE,Eulemur_rubriventer,24.9,1015,2.602485708,0,0,0,0.1
358,Primates,LEMURIDAE,Lemur_catta,21.63,2090,1.319188894,0,0,0,0.3
359,Primates,LEMURIDAE,Varecia_variegata,31.2,2706,1.569316728,0,0,0,0.1
360,Primates,LORISIDAE,Loris_tardigradus,5.9,322,1.452125678,0,0,0,0.1
361,Primates,LORISIDAE,Nycticebus_coucang,7.88,965,0.855227221,0,0,0,0.45
362,Primates,LORISIDAE,Nycticebus_pygmaeus,7.8,480,1.425283683,0,0,0,0.45
363,Primates,LORISIDAE,Perodicticus_potto,11.3,1100,1.112274995,0,0,0,0.1
364,Primates,PITHECIIDAE,Callicebus_moloch,19,900,2.172207769,0,0,0,0.1
365,Primates,PITHECIIDAE,Pithecia_monachus,35,1500,2.733484646,0,0,0,0.1
366,Primates,TARSIIDAE,Tarsius_bancanus,2.7,78,1.921054092,0,0,1,0.45
367,Primates,TARSIIDAE,Tarsius_syrichta,3.36,92,2.105553262,0,0,0,0.45
368,Proboscidea,ELEPHANTIDAE,Elephas_maximus,4550,2267430,1.509370263,0,0,0,0.55
369,Proboscidea,ELEPHANTIDAE,Loxodonta_africana,5436.4,4301340,1.118550672,0,0,0,0.6
370,Rodentia,APLODONTIIDAE,Aplodontia_rufa,7.04,806,0.873895276,0,0,0,0.37
371,Rodentia,BATHYERGIDAE,Bathyergus_suillus,3.75,1175,0.351395093,0,0,0,0.88
372,Rodentia,BATHYERGIDAE,Cryptomys_hottentotus,1.17,98,0.697307268,0,0,0,0.7
373,Rodentia,BATHYERGIDAE,Heliophobius_argenteocinereus,1.43,160,0.593028007,0,0,0,0.57
374,Rodentia,BATHYERGIDAE,Heterocephalus_glaber,0.52,61,0.443837453,0,0,0,0.57
375,Rodentia,CAPROMYIDAE,Geocapromys_ingrahami,4.46,717,0.603941277,0,0,0,0.47
376,Rodentia,CASTORIDAE,Castor_canadensis,52.21,27670,0.463476303,0,0,0,0.25
377,Rodentia,CAVIIDAE,Cavia_aperea,2.8,88,1.813788448,0,0,0,0.77
378,Rodentia,CAVIIDAE,Dolichotis_patagonum,30.5,8000,0.683293647,0,0,0,0.5
379,Rodentia,CAVIIDAE,Galea_musteloides,2.72,375,0.597522484,0,0,0,0.65
380,Rodentia,CAVIIDAE,Hydrochoerus_hydrochaeris,75,28500,0.651267898,0,0,0,0.37
381,Rodentia,CHINCHILLIDAE,Chinchilla_lanigera,5.3,432,1.0476535,0,0,0,0.63
382,Rodentia,CHINCHILLIDAE,Lagidium_viscacia,15.08,2461,0.81389159,0,0,0,0.8
383,Rodentia,CHINCHILLIDAE,Lagostomus_maximus,12.66,4271,0.452991741,0,0,0,0.82
384,Rodentia,CRICETIDAE,Arvicola_amphibius,1.64,168,0.654934353,0,0,0,0.58
385,Rodentia,CRICETIDAE,Cricetus_cricetus,2.2,297,0.575120758,0,0,0,0.73
386,Rodentia,CRICETIDAE,Dicrostonyx_groenlandicus,0.72,68,0.56285084,0,0,0,0.9
387,Rodentia,CRICETIDAE,Dicrostonyx_torquatus,0.84,73,0.625537149,0,0,0,0.65
388,Rodentia,CRICETIDAE,Holochilus_sciureus,1.41,112,0.761462444,0,0,0,0.55
389,Rodentia,CRICETIDAE,Isthmomys_pirrensis,1.71,138,0.791879291,0,0,0,0.1
390,Rodentia,CRICETIDAE,Lagurus_lagurus,0.42,20,0.818611243,0,0,0,0.7
391,Rodentia,CRICETIDAE,Lemmus_lemmus,0.86,69,0.668651134,0,0,0,0.65
392,Rodentia,CRICETIDAE,Lemmus_sibiricus,1.49,70,1.144869022,0,0,0,0.56
393,Rodentia,CRICETIDAE,Megadontomys_thomasi,1.26,111,0.6863921,0,0,0,0.1
394,Rodentia,CRICETIDAE,Mesocricetus_auratus,1.12,125,0.558387679,0,0,0,0.8
395,Rodentia,CRICETIDAE,Microtus_agrestis,0.57,22,1.028139635,0,0,0,0.54
396,Rodentia,CRICETIDAE,Microtus_arvalis,0.57,30,0.815950543,0,0,0,0.6
397,Rodentia,CRICETIDAE,Microtus_californicus,0.78,43,0.857605003,0,0,0,0.85
398,Rodentia,CRICETIDAE,Microtus_guentheri,0.69,51,0.668519701,0,0,0,0.73
399,Rodentia,CRICETIDAE,Microtus_longicaudus,0.7,47,0.719415964,0,0,0,0.63
400,Rodentia,CRICETIDAE,Microtus_montanus,0.69,40,0.809401577,0,0,0,0.63
401,Rodentia,CRICETIDAE,Microtus_ochrogaster,0.71,44,0.773982847,0,0,0,0.64
402,Rodentia,CRICETIDAE,Microtus_oregoni,0.52,22,0.947477046,0,0,0,0.6
403,Rodentia,CRICETIDAE,Microtus_pennsylvanicus,0.77,37,0.946255922,0,0,0,0.57
404,Rodentia,CRICETIDAE,Microtus_pinetorum,0.56,25,0.930327776,0,0,0,0.43
405,Rodentia,CRICETIDAE,Microtus_townsendii,0.88,46,0.927875482,0,0,0,0.63
406,Rodentia,CRICETIDAE,Myodes_gapperi,0.56,17,1.242216287,0,0,0,0.5
407,Rodentia,CRICETIDAE,Myodes_glareolus,0.52,18,1.105064573,0,0,0,0.4
408,Rodentia,CRICETIDAE,Myodes_rufocanus,0.61,38,0.734981188,0,0,0,0.54
409,Rodentia,CRICETIDAE,Myodes_rutilus,0.56,18,1.205169828,0,0,0,0.55
410,Rodentia,CRICETIDAE,Myopus_schisticolor,0.56,34,0.745619529,0,0,0,0.25
411,Rodentia,CRICETIDAE,Neofiber_alleni,2.72,271,0.762403348,0,0,0,0.63
412,Rodentia,CRICETIDAE,Neotoma_albigula,2.17,223,0.702249968,0,0,0,0.64
413,Rodentia,CRICETIDAE,Neotoma_cinerea,2.65,331,0.638518311,0,0,0,0.52
414,Rodentia,CRICETIDAE,Neotoma_floridana,3.04,258,0.883476295,0,0,0,0.47
415,Rodentia,CRICETIDAE,Neotoma_fuscipes,2.66,193,0.957999643,0,0,0,0.4
416,Rodentia,CRICETIDAE,Neotoma_micropus,2.66,378,0.580534989,0,0,0,0.6
417,Rodentia,CRICETIDAE,Nyctomys_sumichrasti,1.08,60,0.930969807,0,0,0,0.1
418,Rodentia,CRICETIDAE,Ochrotomys_nuttalli,1.28,22,2.33225119,0,0,0,0.53
419,Rodentia,CRICETIDAE,Oligoryzomys_longicaudatus,0.67,27,1.059560539,0,0,0,0.53
420,Rodentia,CRICETIDAE,Ondatra_zibethicus,5.03,1136,0.48321467,0,0,0,0.55
421,Rodentia,CRICETIDAE,Onychomys_leucogaster,0.8,27,1.239274219,0,0,1,0.79
422,Rodentia,CRICETIDAE,Onychomys_torridus,0.59,20,1.162497755,0,0,1,0.78
423,Rodentia,CRICETIDAE,Oryzomys_palustris,0.88,47,0.908702555,0,0,0,0.7
424,Rodentia,CRICETIDAE,Ototylomys_phyllotis,1.33,63,1.105493682,0,0,0,0.1
425,Rodentia,CRICETIDAE,Peromyscus_aztecus,0.92,40,1.078594128,0,0,1,0.45
426,Rodentia,CRICETIDAE,Peromyscus_boylii,0.71,27,1.096181485,0,0,0,0.64
427,Rodentia,CRICETIDAE,Peromyscus_californicus,0.91,44,0.996535816,0,0,0,0.4
428,Rodentia,CRICETIDAE,Peromyscus_crinitus,0.53,14,1.385551953,0,0,0,0.73
429,Rodentia,CRICETIDAE,Peromyscus_eremicus,0.54,20,1.059190285,0,0,0,0.78
430,Rodentia,CRICETIDAE,Peromyscus_gossypinus,0.68,28,1.028162645,0,0,0,0.46
431,Rodentia,CRICETIDAE,Peromyscus_grandis,1.53,77,1.091536815,0,0,0,0.1
432,Rodentia,CRICETIDAE,Peromyscus_guatemalensis,1.16,53,1.09951644,0,0,0,0.1
433,Rodentia,CRICETIDAE,Peromyscus_leucopus,0.6,21,1.123478033,0,0,0,0.58
434,Rodentia,CRICETIDAE,Peromyscus_maniculatus,0.57,22,1.051080395,0,0,0,0.65
435,Rodentia,CRICETIDAE,Peromyscus_megalops,1.12,66,0.897161516,0,0,0,0.1
436,Rodentia,CRICETIDAE,Peromyscus_melanocarpus,1.03,59,0.901351972,0,0,0,0.1
437,Rodentia,CRICETIDAE,Peromyscus_melanophrys,0.94,45,1.004254975,0,0,0,0.88
438,Rodentia,CRICETIDAE,Peromyscus_melanotis,0.63,40,0.740410577,0,0,0,0.6
439,Rodentia,CRICETIDAE,Peromyscus_merriami,0.56,21,1.067023407,0,0,0,0.6
440,Rodentia,CRICETIDAE,Peromyscus_mexicanus,0.99,47,1.031287569,0,0,1,0.55
441,Rodentia,CRICETIDAE,Peromyscus_polionotus,0.42,13,1.112917315,0,0,0,0.73
442,Rodentia,CRICETIDAE,Peromyscus_truei,0.75,27,1.161726158,0,0,0,0.64
443,Rodentia,CRICETIDAE,Peromyscus_yucatanicus,0.7,26,1.116410019,0,0,0,0.1
444,Rodentia,CRICETIDAE,Podomys_floridanus,0.94,33,1.252505477,0,0,0,0.53
445,Rodentia,CRICETIDAE,Reithrodontomys_megalotis,0.4,11,1.24782122,0,0,0,0.69
446,Rodentia,CRICETIDAE,Sigmodon_hispidus,1.14,133,0.544182385,0,0,0,0.88
447,Rodentia,CRICETIDAE,Synaptomys_cooperi,0.59,24,1.013767293,0,0,0,0.48
448,Rodentia,CRICETIDAE,Tscherskia_triton,1.29,25,2.136678291,0,0,0,0.55
449,Rodentia,CTENODACTYLIDAE,Massoutiera_mzabi,2.32,183,0.871808465,0,0,0,0.8
450,Rodentia,CTENODACTYLIDAE,Pectinator_spekei,1.93,180,0.733055225,0,0,0,0.7
451,Rodentia,DASYPROCTIDAE,Dasyprocta_leporina,21.26,2873,1.022486439,0,0,0,0.45
452,Rodentia,DASYPROCTIDAE,Dasyprocta_punctata,18.34,3172,0.819251893,0,0,0,0.45
453,Rodentia,DINOMYIDAE,Dinomys_branickii,26.95,14000,0.397703972,0,0,0,0.45
454,Rodentia,DIPODIDAE,Allactaga_sibirica,3.5,193,1.261987245,0,0,1,0.65
455,Rodentia,DIPODIDAE,Jaculus_jaculus,1.21,55,1.106979962,0,0,0,0.76
456,Rodentia,DIPODIDAE,Jaculus_orientalis,2.5,98,1.494507263,0,0,0,0.64
457,Rodentia,DIPODIDAE,Napaeozapus_insignis,0.48,23,0.840620302,0,0,0,0.37
458,Rodentia,DIPODIDAE,Zapus_hudsonius,0.55,17,1.189012155,0,0,0,0.57
459,Rodentia,DIPODIDAE,Zapus_princeps,0.5,25,0.840745941,0,0,0,0.55
460,Rodentia,ECHIMYIDAE,Clyomys_laticeps,3.52,201,1.232151602,1,10,0,0.7
461,Rodentia,ECHIMYIDAE,Echimys_chrysurus,5.02,652,0.730192701,1,10,0,0.1
462,Rodentia,ECHIMYIDAE,Hoplomys_gymnurus,4.13,330,0.998047764,1,15,0,0.1
463,Rodentia,ECHIMYIDAE,Makalata_didelphoides,3.45,108,1.920082345,1,10,0,0.45
464,Rodentia,ECHIMYIDAE,Makalata_macrura,3.89,439,0.758802122,1,10,0,0.45
465,Rodentia,ECHIMYIDAE,Mesomys_hispidus,2.64,175,1.024718954,1,15,0,0.57
466,Rodentia,ECHIMYIDAE,Proechimys_brevicauda,2.95,285,0.795988236,1,6,0,0.45
467,Rodentia,ECHIMYIDAE,Proechimys_semispinosus,6.87,545,1.142263424,1,4,0,0.1
468,Rodentia,ERETHIZONTIDAE,Coendou_prehensilis,16.73,4400,0.585505873,1,42,0,0.1
469,Rodentia,ERETHIZONTIDAE,Coendou_rothschildi,20.85,2000,1.313832311,1,42,0,0.1
470,Rodentia,ERETHIZONTIDAE,Erethizon_dorsatum,24.6,5397,0.739200202,1,36,0,0.63
471,Rodentia,ERETHIZONTIDAE,Sphiggurus_vestitus,11.71,736,1.555100255,1,7.5,0,0.45
472,Rodentia,GEOMYIDAE,Cratogeomys_fumosus,4.19,637,0.619249661,0,0,0,0.57
473,Rodentia,GEOMYIDAE,Geomys_breviceps,1.7,139,0.783860993,0,0,0,0.8
474,Rodentia,GEOMYIDAE,Geomys_bursarius,1.35,175,0.523648734,0,0,0,0.77
475,Rodentia,GEOMYIDAE,Geomys_pinetis,2.51,314,0.629498336,0,0,0,0.6
476,Rodentia,GEOMYIDAE,Orthogeomys_cherriei,3.47,405,0.719872841,0,0,0,0.45
477,Rodentia,GEOMYIDAE,Orthogeomys_heterodus,4.31,630,0.642921145,0,0,0,0.8
478,Rodentia,GEOMYIDAE,Orthogeomys_hispidus,3.98,542,0.663865983,0,0,0,0.57
479,Rodentia,GEOMYIDAE,Thomomys_bottae,1.53,185,0.570130102,0,0,0,0.69
480,Rodentia,GEOMYIDAE,Thomomys_talpoides,1.1,91,0.696082409,0,0,0,0.68
481,Rodentia,GEOMYIDAE,Zygogeomys_trichopus,3.95,545,0.656063104,0,0,0,0.2
482,Rodentia,GLIRIDAE,Glis_glis,1.9,148,0.835124135,0,0,0,0.53
483,Rodentia,HETEROMYIDAE,Chaetodipus_baileyi,0.67,31,0.945467182,0,0,0,0.95
484,Rodentia,HETEROMYIDAE,Chaetodipus_californicus,0.62,26,0.999893078,0,0,0,0.78
485,Rodentia,HETEROMYIDAE,Chaetodipus_fallax,0.54,20,1.042278378,0,0,0,0.78
486,Rodentia,HETEROMYIDAE,Chaetodipus_formosus,0.45,15,1.064292685,0,0,0,0.78
487,Rodentia,HETEROMYIDAE,Chaetodipus_hispidus,0.68,35,0.877395773,0,0,0,0.7
488,Rodentia,HETEROMYIDAE,Chaetodipus_penicillatus,0.46,17,1.029395068,0,0,0,0.78
489,Rodentia,HETEROMYIDAE,Chaetodipus_spinatus,0.48,19,0.964893473,0,0,0,0.88
490,Rodentia,HETEROMYIDAE,Dipodomys_agilis,1.34,61,1.135386869,0,0,0,0.4
491,Rodentia,HETEROMYIDAE,Dipodomys_deserti,1.74,115,0.925225089,0,0,0,0.95
492,Rodentia,HETEROMYIDAE,Dipodomys_heermanni,1.5,71,1.138506834,0,0,0,0.65
493,Rodentia,HETEROMYIDAE,Dipodomys_merriami,0.39,35,0.502576896,0,0,0,0.78
494,Rodentia,HETEROMYIDAE,Dipodomys_microps,1.22,66,0.984805966,0,0,0,0.78
495,Rodentia,HETEROMYIDAE,Dipodomys_ordii,1.51,60,1.300607645,0,0,0,0.7
496,Rodentia,HETEROMYIDAE,Dipodomys_panamintinus,1.6,74,1.176105516,0,0,0,0.72
497,Rodentia,HETEROMYIDAE,Dipodomys_spectabilis,2.15,147,0.953893352,0,0,0,0.95
498,Rodentia,HETEROMYIDAE,Heteromys_desmarestianus,1.17,77,0.836966945,0,0,0,0.1
499,Rodentia,HETEROMYIDAE,Liomys_irroratus,1.06,58,0.937854452,0,0,0,0.6
500,Rodentia,HETEROMYIDAE,Liomys_pictus,0.78,40,0.902986083,0,0,0,0.3
501,Rodentia,HETEROMYIDAE,Liomys_salvini,0.77,45,0.824000791,0,0,0,0.1
502,Rodentia,HETEROMYIDAE,Microdipodops_megacephalus,0.52,14,1.351208622,0,0,0,0.78
503,Rodentia,HETEROMYIDAE,Microdipodops_pallidus,0.55,13,1.489869998,0,0,0,0.95
504,Rodentia,HETEROMYIDAE,Perognathus_flavus,0.3,9,1.082804009,0,0,0,0.78
505,Rodentia,HETEROMYIDAE,Perognathus_longimembris,0.32,8,1.244597696,0,0,0,0.78
506,Rodentia,HETEROMYIDAE,Perognathus_parvus,0.49,17,1.061421533,0,0,0,0.67
507,Rodentia,HYSTRICIDAE,Atherurus_africanus,18.47,2685,0.934301678,1,32,0,0.45
508,Rodentia,HYSTRICIDAE,Atherurus_macrourus,31.57,2000,1.989517514,1,24,0,0.3
509,Rodentia,HYSTRICIDAE,Hystrix_africaeaustralis,35.71,14936,0.502102525,1,48,0,0.7
510,Rodentia,HYSTRICIDAE,Hystrix_brachyura,37.64,8000,0.84328144,1,48,0,0.53
511,Rodentia,HYSTRICIDAE,Hystrix_cristata,49.55,20000,0.56034955,1,48,0,0.62
512,Rodentia,HYSTRICIDAE,Hystrix_indica,44.07,14650,0.628716773,1,48,0,0.48
513,Rodentia,HYSTRICIDAE,Hystrix_sumatrae,27.04,3260,1.183457338,1,32,0,0.47
514,Rodentia,HYSTRICIDAE,Trichys_fasciculata,13.05,1560,0.990083958,1,10,0,0.57
515,Rodentia,MURIDAE,Abeomelomys_sevia,1.49,61,1.262482414,0,0,0,0.45
516,Rodentia,MURIDAE,Acomys_cahirinus,0.76,44,0.825677727,0,0,0,0.7
517,Rodentia,MURIDAE,Acomys_wilsoni,0.58,19,1.202625914,0,0,1,0.67
518,Rodentia,MURIDAE,Aethomys_chrysophilus,1.25,117,0.654720642,0,0,0,0.53
519,Rodentia,MURIDAE,Aethomys_hindei,1.42,146,0.629547858,0,0,0,0.53
520,Rodentia,MURIDAE,Apodemus_agrarius,0.2,33,0.2674849,0,0,0,0.58
521,Rodentia,MURIDAE,Apodemus_flavicollis,0.7,32,0.957735603,0,0,0,0.35
522,Rodentia,MURIDAE,Apodemus_sylvaticus,0.58,19,1.197799178,0,0,0,0.64
523,Rodentia,MURIDAE,Arvicanthis_niloticus,1.33,85,0.888033215,0,0,0,0.73
524,Rodentia,MURIDAE,Gerbilliscus_afra,1.56,65,1.266787904,0,0,0,0.78
525,Rodentia,MURIDAE,Gerbilliscus_brantsii,1.56,92,0.979963156,0,0,0,0.73
526,Rodentia,MURIDAE,Gerbillurus_paeba,0.84,24,1.434347476,0,0,0,0.76
527,Rodentia,MURIDAE,Gerbillus_gleadowi,0.69,26,1.106745962,0,0,0,0.95
528,Rodentia,MURIDAE,Gerbillus_nanus,0.6,14,1.531624869,0,0,0,0.74
529,Rodentia,MURIDAE,Gerbillus_pyramidum,0.88,41,1.009600967,0,0,0,0.75
530,Rodentia,MURIDAE,Grammomys_cometes,0.96,41,1.105417861,0,0,0,0.3
531,Rodentia,MURIDAE,Hybomys_trivirgatus,1.1,58,0.978798165,0,0,0,0.1
532,Rodentia,MURIDAE,Hydromys_chrysogaster,4.33,698,0.598390134,0,0,0,0.4
533,Rodentia,MURIDAE,Lemniscomys_striatus,0.85,46,0.890448252,0,0,0,0.58
534,Rodentia,MURIDAE,Leopoldamys_siporanus,3.39,333,0.814256028,0,0,0,0.1
535,Rodentia,MURIDAE,Lophuromys_flavopunctatus,1.01,60,0.870629172,0,0,0,0.45
536,Rodentia,MURIDAE,Lophuromys_sikapusi,1.13,61,0.965678036,0,0,0,0.57
537,Rodentia,MURIDAE,Malacomys_edwardsi,1.18,60,1.017170715,0,0,0,0.3
538,Rodentia,MURIDAE,Melomys_cervinipes,1.31,70,1.006562697,0,0,0,0.37
539,Rodentia,MURIDAE,Meriones_hurrianae,0.97,71,0.735156191,0,0,0,0.74
540,Rodentia,MURIDAE,Meriones_unguiculatus,1.13,57,1.006799162,0,0,0,0.75
541,Rodentia,MURIDAE,Mesembriomys_gouldii,4.59,1110,0.448760287,0,0,0,0.1
542,Rodentia,MURIDAE,Micromys_minutus,0.29,6,1.327395714,0,0,0,0.57
543,Rodentia,MURIDAE,Mus_booduga,0.31,15,0.766950151,0,0,0,0.63
544,Rodentia,MURIDAE,Mus_platythrix,0.5,29,0.737576499,0,0,0,0.55
545,Rodentia,MURIDAE,Notomys_alexis,0.96,37,1.186876198,0,0,0,0.73
546,Rodentia,MURIDAE,Otomys_angoniensis,0.42,95,0.256968657,0,0,0,0.6
547,Rodentia,MURIDAE,Otomys_irroratus,1.38,141,0.62888944,0,0,0,0.63
548,Rodentia,MURIDAE,Paramelomys_levipes,1.86,83,1.254110327,0,0,0,0.1
549,Rodentia,MURIDAE,Paramelomys_rubex,1.27,50,1.259895511,0,0,0,0.45
550,Rodentia,MURIDAE,Pogonomys_macrourus,1.43,74,1.05521258,0,0,0,0.1
551,Rodentia,MURIDAE,Pogonomys_sylvestris,1.13,41,1.289370691,0,0,0,0.45
552,Rodentia,MURIDAE,Praomys_daltoni,0.68,35,0.876287921,0,0,0,0.78
