,Order,Family,Binomial,BrainMass,BodyMass,EQ,Defense_Type,Defense,Insectivory,Habitat_Openness
553,Rodentia,MURIDAE,Praomys_morio,0.84,47,0.875733689,0,0,0,0.1
554,Rodentia,MURIDAE,Praomys_tullbergi,0.86,37,1.058975937,0,0,0,0.1
555,Rodentia,MURIDAE,Pseudomys_australis,1.16,50,1.145615919,0,0,0,0.73
556,Rodentia,MURIDAE,Rattus_exulans,0.89,60,0.764338904,0,0,0,0.66
557,Rodentia,MURIDAE,Rattus_fuscipes,1.63,136,0.765197538,0,0,0,0.43
558,Rodentia,MURIDAE,Rattus_lutreolus,1.64,93,1.021915626,0,0,0,0.4
559,Rodentia,MURIDAE,Rattus_morotaiensis,1.92,134,0.908347519,0,0,0,0.45
560,Rodentia,MURIDAE,Rattus_niobe,1.1,42,1.23506813,0,0,0,0.45
561,Rodentia,MURIDAE,Rattus_nitidus,1.7,101,0.993660098,0,0,0,0.58
562,Rodentia,MURIDAE,Rattus_norvegicus,8.03,360,1.819308461,0,0,0,0.8
563,Rodentia,MURIDAE,Rattus_rattus,1.92,150,0.835506481,0,0,0,0.56
564,Rodentia,MURIDAE,Rattus_sordidus,1.7,121,0.870156678,0,0,0,0.6
565,Rodentia,MURIDAE,Rattus_tunneyi,1.41,76,1.016935428,0,0,0,0.7
566,Rodentia,MURIDAE,Rattus_verecundus,1.48,59,1.285374563,0,0,0,0.45
567,Rodentia,MURIDAE,Rhabdomys_pumilio,0.69,40,0.809256756,0,0,0,0.7
568,Rodentia,MURIDAE,Tatera_indica,1.84,140,0.844333416,0,0,0,0.63
569,Rodentia,MURIDAE,Uranomys_ruddi,0.77,34,1.022949744,0,0,1,0.6
570,Rodentia,MYOCASTORIDAE,Myocastor_coypus,17.09,7052,0.420643089,0,0,0,0.55
571,Rodentia,NESOMYIDAE,Beamys_hindei,1.11,90,0.708552357,0,0,0,0.1
572,Rodentia,NESOMYIDAE,Cricetomys_gambianus,6.57,1150,0.625601029,0,0,0,0.6
573,Rodentia,NESOMYIDAE,Mystromys_albicaudatus,1.39,80,0.966768171,0,0,0,0.7
574,Rodentia,NESOMYIDAE,Saccostomus_campestris,0.82,49,0.817775899,0,0,0,0.74
575,Rodentia,OCTODONTIDAE,Spalacopus_cyanus,1.58,93,0.982158277,0,0,0,0.63
576,Rodentia,SCIURIDAE,Aeromys_tephromelas,10.34,1189,0.960389822,0,0,0,0.45
577,Rodentia,SCIURIDAE,Ammospermophilus_harrisii,2.24,139,1.032852132,0,0,0,0.95
578,Rodentia,SCIURIDAE,Ammospermophilus_leucurus,2.33,106,1.314607811,0,0,0,0.55
579,Rodentia,SCIURIDAE,Ammospermophilus_nelsoni,2.31,70,1.774931168,0,0,0,0.78
580,Rodentia,SCIURIDAE,Callosciurus_caniceps,6.02,240,1.84489468,0,0,0,0.43
581,Rodentia,SCIURIDAE,Callosciurus_nigrovittatus,4.44,202,1.547403312,0,0,0,0.47
582,Rodentia,SCIURIDAE,Callosciurus_notatus,4.91,210,1.665293862,0,0,0,0.55
583,Rodentia,SCIURIDAE,Callosciurus_prevostii,6.52,439,1.27344953,0,0,0,0.45
584,Rodentia,SCIURIDAE,Cynomys_gunnisoni,5.16,796,0.646337189,0,0,0,0.78
585,Rodentia,SCIURIDAE,Cynomys_leucurus,5.69,992,0.604915308,0,0,0,0.7
586,Rodentia,SCIURIDAE,Cynomys_ludovicianus,4.96,1250,0.443812449,0,0,0,0.81
587,Rodentia,SCIURIDAE,Dremomys_rufigenis,5.41,240,1.657953525,0,0,0,0.35
588,Rodentia,SCIURIDAE,Funambulus_pennantii,2.1,86,1.385074291,0,0,0,0.57
589,Rodentia,SCIURIDAE,Funisciurus_anerythrus,4.14,218,1.363089808,0,0,0,0.4
590,Rodentia,SCIURIDAE,Funisciurus_carruthersi,4.48,268,1.26445137,0,0,0,0.1
591,Rodentia,SCIURIDAE,Funisciurus_pyrropus,4.38,200,1.537865688,0,0,0,0.53
592,Rodentia,SCIURIDAE,Glaucomys_sabrinus,3.01,174,1.17254476,0,0,0,0.2
593,Rodentia,SCIURIDAE,Glaucomys_volans,1.71,73,1.272115138,0,0,0,0.2
594,Rodentia,SCIURIDAE,Heliosciurus_gambianus,3.99,295,1.0483308,0,0,0,0.53
595,Rodentia,SCIURIDAE,Heliosciurus_rufobrachium,5.75,326,1.402233017,0,0,0,0.53
596,Rodentia,SCIURIDAE,Heliosciurus_ruwenzorii,5.4,291,1.433317039,0,0,0,0.45
597,Rodentia,SCIURIDAE,Hylopetes_spadiceus,1.87,88,1.216511651,0,0,0,0.47
598,Rodentia,SCIURIDAE,Iomys_horsfieldii,3.38,156,1.43185322,0,0,0,0.47
599,Rodentia,SCIURIDAE,Marmota_flaviventris,10.29,5000,0.327338,0,0,0,0.6
600,Rodentia,SCIURIDAE,Marmota_monax,10.65,4199,0.385952661,0,0,0,0.6
601,Rodentia,SCIURIDAE,Marmota_sibirica,18.1,1890,1.189736382,0,0,0,0.7
602,Rodentia,SCIURIDAE,Paraxerus_cepapi,2.85,216,0.944832961,0,0,0,0.6
603,Rodentia,SCIURIDAE,Petaurista_elegans,7.76,924,0.869927589,0,0,0,0.15
604,Rodentia,SCIURIDAE,Petaurista_petaurista,11.73,2023,0.732888247,0,0,0,0.15
605,Rodentia,SCIURIDAE,Protoxerus_stangeri,10.74,640,1.584382021,0,0,0,0.45
606,Rodentia,SCIURIDAE,Pteromyscus_pulverulentus,3.55,400,0.743197557,0,0,0,0.1
607,Rodentia,SCIURIDAE,Ratufa_affinis,9.85,983,1.054796828,0,0,0,0.45
608,Rodentia,SCIURIDAE,Ratufa_bicolor,11.01,1320,0.945914407,0,0,0,0.1
609,Rodentia,SCIURIDAE,Ratufa_indica,11.4,1935,0.736297832,0,0,0,0.1
610,Rodentia,SCIURIDAE,Rhinosciurus_laticaudatus,4.28,240,1.311652696,0,0,1,0.1
611,Rodentia,SCIURIDAE,Sciurus_aureogaster,7.81,595,1.215833348,0,0,0,0.57
612,Rodentia,SCIURIDAE,Sciurus_carolinensis,7.48,466,1.397328052,0,0,0,0.5
613,Rodentia,SCIURIDAE,Sciurus_granatensis,5.91,400,1.237266918,0,0,0,0.45
614,Rodentia,SCIURIDAE,Sciurus_niger,8.72,810,1.078547645,0,0,0,0.15
615,Rodentia,SCIURIDAE,Sciurus_vulgaris,6.1,323,1.497881397,0,0,0,0.5
616,Rodentia,SCIURIDAE,Spermophilopsis_leptodactylus,6.18,495,1.103635522,0,0,0,0.76
617,Rodentia,SCIURIDAE,Spermophilus_beecheyi,5.12,588,0.804642121,0,0,0,0.73
618,Rodentia,SCIURIDAE,Spermophilus_beldingi,3.28,263,0.939123569,0,0,0,0.73
619,Rodentia,SCIURIDAE,Spermophilus_columbianus,3.83,482,0.698266268,0,0,0,0.6
620,Rodentia,SCIURIDAE,Spermophilus_franklinii,3.82,456,0.72584469,0,0,0,0.65
621,Rodentia,SCIURIDAE,Spermophilus_lateralis,3.37,217,1.112389366,0,0,0,0.53
622,Rodentia,SCIURIDAE,Spermophilus_parryii,4.3,482,0.783190544,0,0,0,0.63
623,Rodentia,SCIURIDAE,Spermophilus_richardsonii,3.35,354,0.76739421,0,0,0,0.8
624,Rodentia,SCIURIDAE,Spermophilus_tereticaudus,1.82,157,0.766954165,0,0,0,0.88
625,Rodentia,SCIURIDAE,Spermophilus_townsendii,2.06,199,0.725998125,0,0,0,0.79
626,Rodentia,SCIURIDAE,Spermophilus_tridecemlineatus,2.35,139,1.083201481,0,0,0,0.75
627,Rodentia,SCIURIDAE,Spermophilus_undulatus,4.84,725,0.649997742,0,0,0,0.88
628,Rodentia,SCIURIDAE,Tamias_amoenus,1.39,51,1.35660416,0,0,0,0.77
629,Rodentia,SCIURIDAE,Tamias_dorsalis,1.98,62,1.661537842,0,0,0,0.4
630,Rodentia,SCIURIDAE,Tamias_minimus,1.6,45,1.70091808,0,0,0,0.69
631,Rodentia,SCIURIDAE,Tamias_palmeri,1.99,61,1.698531791,0,0,0,0.5
632,Rodentia,SCIURIDAE,Tamias_panamintinus,1.83,51,1.775613231,0,0,0,0.5
633,Rodentia,SCIURIDAE,Tamias_quadrimaculatus,2.16,82,1.470883065,0,0,0,0.4
634,Rodentia,SCIURIDAE,Tamias_quadrivittatus,1.7,62,1.424864323,0,0,0,0.53
635,Rodentia,SCIURIDAE,Tamias_speciosus,1.86,60,1.605333277,0,0,0,0.5
636,Rodentia,SCIURIDAE,Tamias_striatus,2.17,94,1.335016658,0,0,0,0.6
637,Rodentia,SCIURIDAE,Tamias_townsendii,2.44,89,1.562085176,0,0,0,0.2
638,Rodentia,SCIURIDAE,Tamiasciurus_hudsonicus,3.83,189,1.403273769,0,0,0,0.2
639,Rodentia,SCIURIDAE,Xerus_erythropus,6.68,723,0.899696641,0,0,0,0.53
640,Rodentia,SCIURIDAE,Xerus_inauris,7.65,400,1.601538397,0,0,0,0.74
641,Rodentia,SCIURIDAE,Xerus_rutilus,5.09,318,1.26598813,0,0,0,0.67
642,Rodentia,SPALACIDAE,Spalax_ehrenbergi,1.88,197,0.667572931,0,0,0,0.76
643,Rodentia,SPALACIDAE,Tachyoryctes_splendens,1.88,234,0.587131652,0,0,0,0.62
644,Rodentia,THRYONOMYIDAE,Thryonomys_swinderianus,13.28,1625,0.977044036,0,0,0,0.5
645,Scandentia,TUPAIIDAE,Tupaia_glis,2.02,145,0.901536913,0,0,1,0.45
646,Scandentia,TUPAIIDAE,Tupaia_minor,2.58,70,1.982390655,0,0,1,0.45
647,Scandentia,TUPAIIDAE,Urogale_everetti,4.28,275,1.18498882,0,0,0,0.1
648,,,,NA,NA,NA,NA,NA,NA,NA
649,,,,NA,NA,NA,NA,NA,NA,NA
650,,,,NA,NA,NA,NA,NA,NA,NA
651,,,,NA,NA,NA,NA,NA,NA,NA
